id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
23094299,Prime 2BR Apt in the Heart of Orchard Road,135298846,Karen,Central Region,Orchard,1.30282,103.83225,Entire home/apt,704,6,7,2020-02-08,0.13,9,173,0,Authorised Serviced Apartment
23097015,Aljunied *Room > MRT 3min > CBD 15 mins,2413412,Kaurus,Central Region,Geylang,1.3147,103.88163,Private room,39,92,5,2020-04-30,0.09,97,325,0,
23099986,"Teega Suites 2-Bedroom, Contemporary Living",8892396,Ian,West Region,Western Water Catchment,1.41682,103.65336,Entire home/apt,71,2,9,2022-06-16,0.17,2,207,3,
23169041,"(1bb*) Private Room @ City Center, next to MRT",47866620,Nanda,Central Region,Kallang,1.31388,103.85292,Private room,59,92,51,2021-12-05,0.92,9,289,1,
23224067,Basement studio with bathroom and kitchenette.,86408835,Sharon,Central Region,Queenstown,1.28994,103.77675,Private room,100,92,0,,,2,0,0,
23249199,SS【Kobe Suite】🏬〖Komtar JBCC🛍️🛒Johor Bahru〗❤️,136700088,Bryce [RentRadise],North Region,Woodlands,1.46339,103.76208,Entire home/apt,47,1,285,2022-08-25,5.09,36,169,12,
23256379,"NUS+NTU+MAPLETREE+INSEAD  (201,204,205,209)",18618387,Woon,Central Region,Queenstown,1.28111,103.78662,Private room,223,1,2,2019-09-06,0.04,16,361,0,S0399
23258478,NEAR TOWN FREE GYM & POOL BOON KENG MRT GIRLS ONLY,80444449,Nancy,Central Region,Novena,1.32158,103.85256,Private room,500,92,0,,,1,364,0,
23264528,"Walking distance from NUS, NUH, Clementi",173159507,Kimberly,West Region,Clementi,1.31112,103.77138,Private room,45,180,3,2018-05-13,0.05,1,0,0,
23277237,**Cozy Room @ City Center,47866620,Nanda,Central Region,Kallang,1.3145,103.85392,Private room,44,92,50,2021-12-13,0.90,9,296,1,
23315012,Boat Quay Studio Single Apartment (South bridge),23336011,Heritage,Central Region,Downtown Core,1.28787,103.85032,Entire home/apt,173,1,27,2022-08-13,0.54,51,0,3,Authorised Serviced Apartment
23318905,"HVIIM-Holland Village Condo, 1 min walk to MRT",25185912,Rebekah,Central Region,Bukit Timah,1.31084,103.79765,Private room,89,92,0,,,19,364,0,
23345095,1 BR River Valley in City Centre / Orchard,10398604,Chuan Sheng,Central Region,Tanglin,1.2955,103.82924,Private room,80,92,0,,,1,0,0,
23348921,Downtown View Ensuite+livingRm (Not For Tourist),97878860,Chess,Central Region,Outram,1.28539,103.84232,Private room,79,92,2,2018-06-17,0.04,65,265,0,
23360633,"HVIIG- Holland Village Condo, 1 min walk to MRT",25185912,Rebekah,Central Region,Bukit Timah,1.31072,103.79624,Private room,84,92,0,,,19,364,0,
23361035,"HVIIJ-Holland Village Condo, 1 min to Holland MRT",25185912,Rebekah,Central Region,Bukit Timah,1.31078,103.79702,Private room,70,92,1,2019-09-11,0.03,19,292,0,
23362375,"EH1 New reno room@ Orchard Road, Somerset MRT",25185912,Rebekah,Central Region,Newton,1.30372,103.83913,Private room,70,92,0,,,19,352,0,
23362544,"EH6, Brand New Master Room, next to Somerset MRT",25185912,Rebekah,Central Region,Newton,1.30562,103.84048,Entire home/apt,110,92,10,2019-12-07,0.19,19,365,0,
23380147,Cozy Studio Apartment (200 sqft),111065775,Joyce,Central Region,River Valley,1.2986,103.8368,Hotel room,170,6,10,2020-01-13,0.19,17,342,0,Authorised Serviced Apartment
23380199,Comfortable Studio Room (200 sqft),111065775,Joyce,Central Region,Orchard,1.29882,103.83807,Hotel room,170,6,3,2018-12-23,0.06,17,341,0,Authorised Serviced Apartment
23380807,Master Room @ Newton Euro Asia[Newton MRT],32798595,Expats Housing Provider @ Raffles P,Central Region,Novena,1.31416,103.8399,Private room,57,180,0,,,45,122,0,
23380866,Studio with Balcony (300 sqft),111065775,Joyce,Central Region,River Valley,1.29682,103.83844,Hotel room,200,6,0,,,17,341,0,Authorised Serviced Apartment
23403996,Idyllic & Cozy 2BR in Orchard Area,66406177,Jay,Central Region,Orchard,1.29971,103.83795,Entire home/apt,364,92,8,2021-04-09,0.15,143,0,0,
23449604,"$$ Ultramodern 3 Bedroom near City Ctr, Danga Bay",31490114,Robin & Louise,North Region,Lim Chu Kang,1.46177,103.73593,Entire home/apt,55,1,68,2022-08-09,1.23,22,362,14,
23457264,Little pandan,174844031,Ann,West Region,Jurong East,1.32167,103.74987,Private room,55,92,17,2020-02-19,0.31,1,264,0,
23496793,Entire Condo-Farrer Park/Lavender/Bendemeer MRT,21149720,Mike,Central Region,Kallang,1.31247,103.86071,Entire home/apt,213,92,0,,,16,365,0,
23506068,Inviting & Cozy 1BR APT 3 mins from Tg Pagar MRT,66406177,Jay,Central Region,Downtown Core,1.27633,103.84515,Entire home/apt,144,92,7,2021-02-18,0.13,143,0,0,
23509109,near sengkang 公寓房间,78357301,Jennifer,North-East Region,Sengkang,1.38769,103.89308,Private room,67,92,0,,,1,1,0,
23518007,Sunrise+Sunset Seaview Apt #Price start from 10pax,152293546,Welcome Home Decor & Management,North Region,Lim Chu Kang,1.46241,103.73539,Entire home/apt,175,1,113,2022-09-13,2.05,9,78,24,
23598682,Garden home,160352841,Ling,East Region,Tampines,1.35549,103.95915,Private room,500,92,28,2018-11-15,0.51,1,88,0,
23604711,Tranquil 2Bed/2Bath Parking -Apartment,5092893,Sam,Central Region,Bishan,1.35791,103.82841,Entire home/apt,207,92,2,2022-04-10,0.04,3,329,1,
23615455,Teega PLAYHOUSE @Legoland/Puteri Harbour,58153222,Marjorina  & How How,West Region,Western Water Catchment,1.41485,103.65334,Entire home/apt,122,1,71,2022-09-18,1.29,1,352,22,
23658989,"CLOSE to NUH/INSEAD, 2BR BOUNA VISTA",156409670,Tia,Central Region,Queenstown,1.30376,103.78445,Private room,390,92,1,2019-07-26,0.03,180,364,0,
23693616,Teega condotel Legoland Iskandar Puteri Medini,112399440,Kate,West Region,Western Water Catchment,1.41706,103.65619,Entire home/apt,249,1,2,2022-06-05,0.05,1,364,1,
23733935,Luxurious Penthouse In City Centre 2,1170341,Jenny,Central Region,Tanglin,1.29377,103.82896,Private room,90,92,6,2022-05-05,0.12,3,291,1,
23742775,"The Traveller@Puteri Habour,Hello Kitty & Legoland",72391257,Cp,West Region,Western Water Catchment,1.41411,103.65424,Entire home/apt,45,1,36,2020-03-02,0.67,1,0,0,
23760158,Warm and Cosy room for travellers,178192415,Daniel,Central Region,Bukit Merah,1.27475,103.83361,Private room,65,92,89,2020-02-15,2.03,1,90,0,
23861900,Double Ensuite Rm @ NUS (305),1439258,Kay,Central Region,Queenstown,1.29303,103.77312,Private room,223,1,3,2019-11-18,0.06,44,205,0,S0399
23862116,"EHR2-New Apartment, 5 mins from Somerset MRT",25185912,Rebekah,Central Region,Newton,1.30379,103.83998,Private room,84,92,0,,,19,364,0,
23863811,1 Bedroom Apartment near Orchard (400 sqft),111065775,Joyce,Central Region,River Valley,1.29904,103.83706,Private room,140,6,2,2019-02-28,0.04,17,0,0,Authorised Serviced Apartment
23874999,Halo! Welcome to Master Room 2b/2b condo 150m MRT,20723834,Davenport,Central Region,Singapore River,1.29162,103.84373,Private room,149,92,56,2021-12-04,1.02,1,365,1,
23931105,Danga Bay 碧桂园 Brand new 5 star living,179908272,Pan,North Region,Lim Chu Kang,1.46548,103.72622,Entire home/apt,113,14,0,,,1,364,0,
23952104,【CIQ/CitySquare • Sauna/Jacuzzi】3BRS @ Sky Habitat,178189859,Jiro’s Homes,North Region,Woodlands,1.46312,103.76864,Entire home/apt,37,1,3,2019-04-14,0.06,1,176,0,
23964810,Convenient and quick,43109729,Yin,North Region,Sungei Kadut,1.40683,103.75585,Shared room,290,92,0,,,1,0,0,
23965690,Natural and perfect relaxation.,86034726,峰,Central Region,Bukit Merah,1.28706,103.80514,Private room,290,92,0,,,1,0,0,
23968828,You'd like to be quiet,145959309,冉,Central Region,Kallang,1.31167,103.87476,Private room,320,92,0,,,1,0,0,
23968956,Spacious 1 bedroom seaview Beautiful & affordable,152267975,Mohammed,West Region,Clementi,1.31916,103.76234,Entire home/apt,135,365,0,,,3,365,0,
23999726,Seaview 1 Bedroom HighFloor near Legoland,163025370,Sharm,West Region,Western Water Catchment,1.41598,103.65356,Entire home/apt,41,1,4,2022-09-08,0.10,18,89,2,
24014075,High Floor Seaview Studio@市区宁静高级海景公寓@HighSpeedWifi,152293546,Welcome Home Decor & Management,North Region,Woodlands,1.46759,103.77055,Entire home/apt,43,1,58,2022-08-06,1.07,9,50,5,
24023173,Big condo master room - 15 mins to Orchard rd,11390076,Tryston,Central Region,Toa Payoh,1.33825,103.84136,Private room,91,93,2,2019-06-08,0.04,8,234,0,
24025735,"Affordable rm @ haw par villa MRT near NUS(305,)",52310102,Kay,Central Region,Queenstown,1.28,103.78772,Private room,223,1,2,2018-08-10,0.04,9,353,0,S0399
24030192,"Family or Couple Room for 4 Pax(208,308)",18618387,Woon,Central Region,Queenstown,1.28137,103.78576,Private room,359,1,5,2018-10-16,0.09,16,360,0,S0399
24044750,Busy bedroom,32642433,Aleem,Central Region,Bukit Merah,1.26625,103.8196,Private room,320,92,0,,,1,0,0,
24044899,Convenient and comfortable,34811439,James,Central Region,Bukit Merah,1.27121,103.84257,Shared room,310,92,0,,,1,0,0,
24048644,Great natural lighting.,77788899,보미,Central Region,Bukit Merah,1.27749,103.83909,Private room,310,92,0,,,1,365,0,
24087563,Comfortable Living in the Proximity to the City,28898261,Jake,Central Region,Bukit Merah,1.28457,103.8325,Private room,60,92,0,,,1,0,0,
24114234,45 NEAR PAYA LEBAR SMRT STATION,143675159,Olena,Central Region,Geylang,1.31625,103.88673,Private room,200,92,0,,,1,0,0,
24125960,Affordable Short Term Room Near NUS NUH. (7),18618387,Woon,Central Region,Queenstown,1.28142,103.78721,Private room,113,30,21,2019-11-29,0.39,16,291,0,S0399
24128889,Danga Bay Super Sea View [FREE WIFI & SMART TV],153491614,Jarod,North Region,Lim Chu Kang,1.46558,103.72819,Entire home/apt,78,1,10,2022-05-23,0.19,1,0,8,
24161078,Budget Double Room with attached bathroom(301),1439258,Kay,Central Region,Queenstown,1.28028,103.78564,Private room,213,1,4,2019-11-08,0.08,44,361,0,S0399
24211014,Design Loft for Creative Travelers/Digital Nomads,182525420,Lay Kuan,East Region,Bedok,1.33205,103.94445,Entire home/apt,138,92,10,2020-01-04,0.20,1,225,0,
24212593,2 Bedroom Deluxe Suite,182541452,PARKROYAL Serviced Suites,Central Region,Rochor,1.30017,103.85975,Entire home/apt,694,6,8,2022-06-05,0.16,1,48,1,Authorised Serviced Apartment
24235192,"The environment is quiet,",163757139,Herman,East Region,Bedok,1.31854,103.91184,Shared room,330,92,0,,,1,0,0,
24238015,Premier King Room - 2mins away from Chinatown MRT,75539321,Kelvin,Central Region,Outram,1.28329,103.84385,Hotel room,493,1,20,2022-07-04,0.39,1,0,1,M0056
24299476,Luxury Seaview ParagonCondo #Price start frm 5 pax,152293546,Welcome Home Decor & Management,North Region,Woodlands,1.46795,103.77127,Entire home/apt,68,1,71,2022-09-06,1.33,9,49,12,
24300044,Chinatown your9 doorstep: Private RoomC,2413412,Kaurus,Central Region,Outram,1.2842,103.84255,Private room,51,92,0,,,97,357,0,
24345695,Amazing Seaview Luxury 2 bedroom JB Central 1-6pax,148489389,UniWorld,North Region,Woodlands,1.46932,103.77088,Entire home/apt,49,1,101,2022-09-07,1.87,9,86,14,
24412725,"This is a semi-detached house,",32502212,Carry,West Region,Pioneer,1.31201,103.67881,Private room,305,92,0,,,1,0,0,
24420175,"EH5, Newly Renovated Bedroom beside Somerset MRT",25185912,Rebekah,Central Region,Newton,1.30606,103.84025,Private room,74,92,7,2021-12-27,0.13,19,365,1,
24435157,FANTASTIC loft with,21556735,Shiyang,Central Region,Tanglin,1.30119,103.81491,Private room,238,92,0,,,1,42,0,
24447655,Balcony Rm @ NUS NUH NEAR Buona Vista (201),1439258,Kay,Central Region,Queenstown,1.28116,103.78732,Private room,223,1,3,2020-03-06,0.06,44,361,0,S0399
24500374,Beautiful and Convenient Condo for Long Term Lease,7345696,Jin Kiat,East Region,Pasir Ris,1.37814,103.9411,Entire home/apt,100,180,0,,,1,206,0,
24503612,convenience stores,51384823,豪狄,West Region,Jurong East,1.33103,103.74639,Private room,312,92,0,,,1,0,0,
24506349,"1 BR in QUEENSTOWN, PRIME LOCATION IN THE CITY",156409670,Tia,Central Region,Queenstown,1.29179,103.80622,Private room,270,92,0,,,180,364,0,
24528929,Spacious Room 1 (Ensuite) near MRT in the East,184792657,Alee,Central Region,Geylang,1.31418,103.89883,Private room,49,92,75,2021-04-15,1.40,5,264,0,
24545780,Johor Bahru RELAXING NATURE-VIEW Condo Home-Stay,174640540,Boniface,North Region,Sungei Kadut,1.46451,103.74521,Entire home/apt,30,1,70,2022-03-23,1.31,1,202,15,
24546514,Spacious Room 4 (1+) near MRT in the East,184792657,Alee,Central Region,Geylang,1.31434,103.8991,Private room,42,92,82,2020-03-15,1.55,5,170,0,
24569607,Aljunied Room1 > MRT 3min > CBD 15 mins,2413412,Kaurus,Central Region,Geylang,1.3147,103.88163,Private room,39,92,0,,,97,325,0,
24571017,Spacious Room 5 (1+) near MRT in the East,184792657,Alee,Central Region,Geylang,1.31534,103.89967,Private room,39,92,89,2022-02-05,1.66,5,80,1,
24594306,Casa Singapura,185853276,Barbarah,Central Region,Downtown Core,1.30087,103.85736,Entire home/apt,180,92,0,,,1,178,0,
24606096,Triple/Quad Rm Ensuite near NUS (209),1439258,Kay,Central Region,Queenstown,1.28043,103.78655,Private room,286,1,1,2019-07-13,0.03,44,360,0,S0399
24609199,Cozy Deluxe Private Room either Twin or Queen,164189015,Jasmin,Central Region,Rochor,1.30398,103.85426,Hotel room,266,1,19,2022-08-28,0.41,1,219,17,S0279
24618190,"COMFORTABLE 4BR FAMILY & PET FRIENDLY, CLEMENTI",138649185,Fiona,West Region,Clementi,1.31124,103.76152,Entire home/apt,474,92,2,2022-05-18,0.09,217,360,1,
24631182,"Teega 1Mini 1, Teega Suite",186138652,Happy,West Region,Western Water Catchment,1.41382,103.65417,Entire home/apt,87,2,0,,,1,90,0,
24635669,kAweSome Ensuite 1+1 @ CBD/Chinatown NoWin DL,2413412,Kaurus,Central Region,Outram,1.28347,103.84166,Private room,69,92,1,2020-07-07,0.04,97,265,0,
24636266,highRise Ensuite3* + PrivateLivingRm,8948251,Joey,Central Region,Outram,1.28372,103.84139,Private room,69,92,2,2020-08-10,0.04,74,265,0,
24636530,Downtown Ensuite Master* + Personal Living Room,97878860,Chess,Central Region,Outram,1.28486,103.84338,Private room,69,92,1,2018-06-05,0.02,65,264,0,
24659042,Cosy Studio Apartment 2 at Heritage Tiong Bahru,186368904,Diane,Central Region,Bukit Merah,1.2838,103.83412,Entire home/apt,97,92,181,2021-06-13,3.40,1,0,0,
24660198,Large 2-bedroom apartment in orchard near subway,7210103,Thanksgivings,Central Region,River Valley,1.29545,103.84207,Entire home/apt,333,6,33,2022-09-08,0.64,5,250,12,Authorised Serviced Apartment
24664051,Roof Top Apartment 5 @ Heritage Tiong Bahru,186405513,Lk,Central Region,Bukit Merah,1.28459,103.83474,Entire home/apt,89,92,134,2021-05-14,2.56,1,0,0,
24682695,Premium Room with Balcony in Orchard (300 sqft),111065775,Joyce,Central Region,River Valley,1.299,103.83634,Hotel room,200,6,0,,,17,341,0,Authorised Serviced Apartment
24707713,Master bedroom 1 @ Heritage Tiong Bahru,186742615,Justin,Central Region,Bukit Merah,1.28457,103.83461,Private room,69,92,129,2021-05-16,2.43,1,0,0,
24720145,373 L2R4 Private room with private bath,33096269,E C,Central Region,Geylang,1.31103,103.88694,Private room,65,92,69,2021-02-01,1.36,6,201,0,
24725185,"EH3, Newly Renovated Orchard room@ Somerset MRT",25185912,Rebekah,Central Region,Newton,1.30371,103.84017,Private room,68,92,3,2021-12-31,0.06,19,365,1,
24741587,Deluxe King room on Victoria Street,108773366,RedDoorz,Central Region,Museum,1.29629,103.85205,Private room,145,92,6,2019-04-10,0.12,30,365,0,
24761439,Deluxe King room near Bugis MRT,108773366,RedDoorz,Central Region,Rochor,1.29819,103.85129,Private room,145,92,22,2021-01-01,0.41,30,365,0,
24763374,Deluxe King room near Singapore Art Museum,108773366,RedDoorz,Central Region,Rochor,1.29773,103.85314,Private room,145,92,5,2021-02-15,0.10,30,365,0,
24763494,Deluxe King room near National Library,108773366,RedDoorz,Central Region,Downtown Core,1.2961,103.85267,Private room,145,92,3,2020-12-20,0.07,30,365,0,
24763572,Deluxe King room near SMU,108773366,RedDoorz,Central Region,Downtown Core,1.29745,103.85343,Private room,145,92,2,2019-09-10,0.05,30,365,0,
24763675,Room in boutique hotel on Victoria Street,108773366,RedDoorz,Central Region,Museum,1.29615,103.8513,Private room,145,92,8,2020-02-03,0.16,30,365,0,
24765067,Superior twin room near Singapore Art Museum,108773366,RedDoorz,Central Region,Rochor,1.29801,103.85361,Private room,130,92,2,2020-06-13,0.06,30,365,0,
24765141,Superior twin room near National Library,108773366,RedDoorz,Central Region,Rochor,1.29806,103.85187,Private room,130,92,1,2019-10-28,0.03,30,365,0,
24765195,Superior twin room near SMU,108773366,RedDoorz,Central Region,Downtown Core,1.2969,103.85354,Private room,130,92,0,,,30,365,0,
24781520,2 Single Capsules - Mixed Dorm,15745786,Quarters,Central Region,Singapore River,1.28709,103.84945,Shared room,140,92,0,,,3,0,0,
24785006,Lavender QueenBed Rm1*: 5m walk MRT,2413412,Kaurus,Central Region,Kallang,1.30878,103.86242,Private room,49,92,1,2018-12-27,0.02,97,264,0,
24785613,"lavLoftbed Rm*A, no-sharing, wifi, mrt",2413412,Kaurus,Central Region,Kallang,1.3106,103.86266,Private room,30,92,1,2018-06-16,0.02,97,357,0,
24786824,4 Single Capsules - Mixed Dorm,15745786,Quarters,Central Region,Singapore River,1.28852,103.84865,Shared room,280,92,0,,,3,0,0,
24787083,Single Capsule - Mixed Dorm,15745786,Quarters,Central Region,Singapore River,1.28726,103.84777,Shared room,63,92,0,,,3,0,0,
24787313,Common room in the heart of little India,155391722,Steven,Central Region,Rochor,1.30957,103.85143,Private room,90,92,0,,,1,365,0,
24816970,CG【Urban Suite】🌊〖Danga Bay Beach🏖️Johor Bahru〗❤️,136700088,Bryce [RentRadise],North Region,Lim Chu Kang,1.46487,103.73077,Entire home/apt,33,1,161,2022-09-16,3.02,36,167,19,
24818719,"City Square, CIQ Johor Skysuites @ Meldrum Hill",187630603,Kui Chan,North Region,Woodlands,1.46125,103.77006,Entire home/apt,46,1,90,2020-02-07,1.73,1,70,0,
24834130,NEW! Stylish & Luxury Modern HomeStay with WIFI,90218343,Xavier,North Region,Woodlands,1.46207,103.76827,Entire home/apt,45,1,334,2022-09-19,6.83,1,135,95,
24835791,Master bed in condominium,187757773,Muk,West Region,Bukit Batok,1.35417,103.75086,Private room,90,92,0,,,1,364,0,
24848765,Private Single Room @ Ang Mo Kio (Near MRT),22907669,Yong Han,North-East Region,Ang Mo Kio,1.3707,103.84236,Private room,18,180,0,,,1,0,0,
24849782,TS,187844948,Ben,North-East Region,Ang Mo Kio,1.37003,103.84241,Private room,13,180,0,,,1,0,0,
24855606,Awesome Ensuite Single Rm @ NUS NUH INSEAD (101),1439258,Kay,Central Region,Queenstown,1.27939,103.78719,Private room,162,1,7,2020-04-04,0.13,44,359,0,S0399
24857166,Lovely Rm  for 2 With Bathroom   (305),18618387,Woon,Central Region,Queenstown,1.2797,103.78603,Hotel room,223,1,14,2019-12-04,0.27,16,339,0,S0399
24863189,Cozy ensuite master bedroom amongst a row of cafes,52897090,Elle,East Region,Bedok,1.31511,103.92026,Private room,55,92,54,2022-03-01,1.02,2,177,2,
24900530,1950s cozy window singlebed room @ lavender,8948251,Joey,Central Region,Kallang,1.31009,103.86182,Private room,33,92,0,,,74,326,0,
24919927,Lavender QueenBed RmT*: 5m walk MRT,2413412,Kaurus,Central Region,Kallang,1.30907,103.86187,Private room,59,92,5,2020-08-17,0.13,97,264,0,
24924507,City View Deluxe Double@Country Garden 1A0811,116277520,Victoria,North Region,Lim Chu Kang,1.46586,103.72579,Entire home/apt,412,1,0,,,1,179,0,
24940113,Accessible  Chic 1BR APT 5 mins from Redhill MRT,66406177,Jay,Central Region,Bukit Merah,1.28953,103.81936,Entire home/apt,188,92,0,,,143,0,0,
24972169,Downtown Ensuite 92M1,97878860,Chess,Central Region,Outram,1.2842,103.84255,Private room,69,92,1,2018-09-04,0.02,65,356,0,
24979153,Master bedroom 3 at Tiong Bahru/ Outram Park,188842185,Jj,Central Region,Bukit Merah,1.28286,103.83403,Private room,60,92,113,2021-06-03,2.14,1,0,0,
24984672,Entire Apartment @ Heritage Tiong Bahru+WIFI,187856464,Diane,Central Region,Bukit Merah,1.2835,103.8351,Entire home/apt,90,92,110,2021-03-20,2.08,1,0,0,
25022657,"LARGE STUDIO APARTMENT, MISTRI RD. CBD",156409670,Tia,Central Region,Downtown Core,1.27303,103.84586,Entire home/apt,185,92,0,,,180,364,0,
25072921,Traveller's Hang-out!,189544374,Jhey,West Region,Western Water Catchment,1.41502,103.65016,Entire home/apt,113,2,0,,,1,365,0,
25087117,Lavender Rare Balcony Room*: 5m walk MRT,2413412,Kaurus,Central Region,Kallang,1.31088,103.8604,Private room,59,92,2,2019-12-31,0.04,97,357,0,
25096569,Super High Flr Private Studio near Marinabay Sands,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28176,103.85212,Entire home/apt,100,92,0,,,45,121,0,
25130085,"(v2) Cozy Room Near City, 6mins Walk ->Aljunid MRT",161561473,Nanda,Central Region,Geylang,1.31129,103.88421,Private room,55,92,49,2022-01-05,0.94,9,282,3,
25141849,"Sky Terrace w 2 rooms, garden terrace & pool(MRT)",41234655,Tim,East Region,Bedok,1.32061,103.91102,Entire home/apt,250,92,1,2019-03-15,0.02,2,325,0,
25143591,"Danga Bay, Johor Bahru 碧桂园金海湾（10人/10 persons）",190037869,Rowly,North Region,Lim Chu Kang,1.46451,103.72612,Entire home/apt,125,1,7,2022-07-24,0.72,3,364,7,
25183317,Superior Single Room in House with services (1),68059127,Wei,East Region,Bedok,1.3189,103.91284,Private room,90,92,1,2018-06-29,0.02,36,181,0,
25183623,Superior Double Room in House with services (3),68059127,Wei,East Region,Bedok,1.31754,103.91241,Private room,100,92,6,2022-02-11,0.12,36,317,1,
25183926,Superior Double Room in House with services (5),68059127,Wei,East Region,Bedok,1.31828,103.91211,Private room,100,92,0,,,36,84,0,
25184205,Superior Double Room in House with services (6),68059127,Wei,East Region,Bedok,1.31878,103.9121,Private room,100,92,3,2020-12-04,0.11,36,265,0,
25218283,Nice City View Luxury 3 BR Paragon Suites 1-8 pax,148489389,UniWorld,North Region,Woodlands,1.46925,103.77075,Entire home/apt,64,2,23,2019-02-03,0.44,9,173,0,
25282863,"Big Room @ Seletar Hills
size 458sq.ft
.",24038248,Lim,North-East Region,Serangoon,1.38143,103.86984,Private room,80,92,103,2020-02-09,1.96,5,0,0,
25300648,Scandinavian Inspired Mansionette,107909050,Chlovelle,West Region,Jurong West,1.3539,103.71707,Private room,150,92,4,2018-11-12,0.08,1,0,0,
25306072,CBD Condo Common Room near Marina One,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28203,103.85311,Private room,65,92,0,,,45,365,0,
25306664,"CLASSY & COZY, 2 BR IN CLEMENTI",156409670,Tia,West Region,Clementi,1.31197,103.7618,Entire home/apt,340,92,0,,,180,364,0,
25310826,Unbelievable Breathtaking Water-Serene Condo,519472,Joey,East Region,Tampines,1.34896,103.92735,Entire home/apt,115,92,0,,,1,0,0,
25324517,Ensuite Family Room @ NUS Kent Ridge MRT,1439258,Kay,Central Region,Queenstown,1.27891,103.78764,Private room,350,1,1,2020-01-07,0.03,44,357,0,S0399
25353206,highrise Ensuite *attached bathroom @chinatown 9m1,8948251,Joey,Central Region,Outram,1.28417,103.84224,Private room,69,92,1,2018-07-19,0.02,74,357,0,
25360027,【JB City SUASANA】byⒽⓈ Breeze Cozy Getaway (^_^)/,27081151,Enrica,North Region,Woodlands,1.46438,103.76086,Entire home/apt,44,1,413,2022-09-07,7.90,1,346,96,
25364632,"Large Private Studio with kitchen,Marina Boulevard",32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28164,103.85358,Entire home/apt,132,92,0,,,45,365,0,
25366424,Nice Room@ Seletar Hills,24038248,Lim,North-East Region,Serangoon,1.38351,103.86923,Private room,40,92,86,2020-03-22,1.64,5,4,0,
25385698,Relaxing Room near haw Par Villa and NUS (A),52310102,Kay,Central Region,Queenstown,1.28136,103.78613,Hotel room,183,30,2,2019-08-28,0.05,9,336,0,S0399
25399038,Nice Condominium for your visit in Singapore,181538046,Raeynn,North-East Region,Sengkang,1.37984,103.89745,Private room,65,92,0,,,1,0,0,
25402824,Private Bedroom in City Area (2 Single Beds),152646149,En Chern,Central Region,Rochor,1.30288,103.85126,Private room,54,92,5,2019-08-02,0.10,3,153,0,
25424295,Budget Room near NUS NUH for students (D),18618387,Woon,Central Region,Queenstown,1.28157,103.78746,Private room,110,30,4,2019-04-20,0.08,16,349,0,S0399
25432123,"SpaciousC *EnsuiteM, 1min jalan besar, farrer park",2413412,Kaurus,Central Region,Kallang,1.31297,103.85789,Private room,69,92,2,2018-08-31,0.04,97,357,0,
25435388,Resort-Feel Private Room In a Luxurious Condo,48751387,Ian,East Region,Bedok,1.32167,103.90557,Private room,99,92,52,2020-03-06,1.01,1,326,0,
25440553,"One single bed room for rent, 3 months minimum",50262492,Walter,Central Region,Bishan,1.35331,103.83444,Private room,40,92,0,,,2,0,0,
25505227,Go orchard taxi 5 minute,191309433,Zoe,Central Region,Kallang,1.32547,103.86255,Private room,30,1000,5,2020-02-22,0.10,7,89,0,
25516668,5 minute go orchard taxi master like studio very pretty,191309433,Zoe,Central Region,Kallang,1.32703,103.86461,Private room,80,1000,9,2020-06-20,0.17,7,90,0,
25552819,R&F Princess Cove 2 Bedded House - HIGH SPEED WIFI,132406914,Rachel,North Region,Woodlands,1.4621,103.7695,Entire home/apt,114,2,46,2020-02-07,0.88,1,82,0,
25632240,Teega's best view of the Marina and Hotels,13537536,Calvin,West Region,Western Water Catchment,1.41338,103.65464,Entire home/apt,57,14,12,2022-08-20,0.23,2,302,1,
25711980,"2BR in QUEENSTOWN, PRIME LOCATION IN THE CITY",156409670,Tia,Central Region,Queenstown,1.29226,103.80781,Entire home/apt,330,92,1,2019-07-20,0.03,180,364,0,
25746140,New bto common room for rent at canberra crescent,24214608,Akmal,North Region,Sembawang,1.4471,103.83221,Private room,25,180,0,,,1,0,0,
25765385,"Stunning Queen Room , Facing Marina bay",32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28026,103.85347,Private room,77,92,0,,,45,281,0,
25768720,test test,10303863,Shawn,North-East Region,Hougang,1.35699,103.89315,Private room,41,92,0,,,1,0,0,
25797887,Downtown Ensuite Master + Personal Living Room,97878860,Chess,Central Region,Outram,1.28495,103.84148,Private room,69,92,1,2018-12-22,0.02,65,264,0,
25815030,Single room at river valley,102052937,Marisca,Central Region,River Valley,1.2958,103.83642,Shared room,120,92,16,2021-01-01,0.31,2,89,0,
25835095,Marina View Teega 3BR@PH near Legoland/XPark,158180437,Raymond,West Region,Western Water Catchment,1.41366,103.65313,Entire home/apt,103,3,13,2022-08-23,0.26,3,105,1,
25856210,Woodlands Singapore Private Condon,189717902,Chen,North Region,Woodlands,1.42967,103.7843,Private room,24,92,0,,,1,0,0,
25860399,Great view! Ensuite1+1@CBD/Chinatown (Non-Tourist),2413412,Kaurus,Central Region,Outram,1.2842,103.84255,Private room,79,92,1,2019-11-28,0.03,97,325,0,
